id,created_at,text,day_label,relevance_label
592709228332220416,Mon Apr 27 15:17:46 +0000 2015,are u sure he is enjoying  cba9 unaware or unconcerned about  nepalearthquake?  ,2,1
592752211718967296,Mon Apr 27 18:08:34 +0000 2015,"kudos  in 2 hrs, nearly 100 people told that they are donating to pmrf for the first time  you rock!  ",2,1
592591610195681280,Mon Apr 27 07:30:24 +0000 2015,read here to know !  ,2,1
592606396434124800,Mon Apr 27 08:29:09 +0000 2015,im so proud 2 be a modi bhakt !india voted a right person as pm !    nepalearthquake  indiawithnepal  thankyoupm,2,1
592656431347818497,Mon Apr 27 11:47:58 +0000 2015,the nepal digest is out!  stories via   ,2,1
592953627490279424,Tue Apr 28 07:28:55 +0000 2015,my 1 frnd is saying that rss is doing humanitarian work to make platform 4 their futures loot  amp  violence   nepalearthquake,3,1
593005187830124544,Tue Apr 28 10:53:48 +0000 2015,i love  he is so angelic    tbh! ,3,1
592790611742318594,Mon Apr 27 20:41:10 +0000 2015,god save us   ,2,1
592991653079691265,Tue Apr 28 10:00:02 +0000 2015,"not really superstitious, just ridiculous   ",3,1
593032589855879168,Tue Apr 28 12:42:42 +0000 2015, buuuut probs wouldnt be safe anyway  aaand if i could id much rather go help nepal      _  abitfurther,3,1
592075086359764993,Sat Apr 25 21:17:55 +0000 2015,  thanx mam ,0,0
592593604201185280,Mon Apr 27 07:38:19 +0000 2015,prayers for nepal  crawford student bishal chalise is calling for support   ,2,1
591997239033106432,Sat Apr 25 16:08:35 +0000 2015," i agree  ( praying for the best for everyone in nepal  im good btw, but my life revolves around work unfortunately",0,1
592593522525503488,Mon Apr 27 07:38:00 +0000 2015,feeling sorry for those in nepal    earthquake,2,1
591919526121320448,Sat Apr 25 10:59:47 +0000 2015,"india will lend full support to nepal, says home minister rajnath singh  earthquake",0,0
592164573467119616,Sun Apr 26 03:13:30 +0000 2015, nepalearthquake may god bless all souls n give strength 2 survivors 2 rebuild lives  big big tragedy this is  big thx to all rescue workers,1,1
592881024884932611,Tue Apr 28 02:40:26 +0000 2015,ok i rly want to support nepal but i also want to support myself thru college,3,1
592590183356309504,Mon Apr 27 07:24:44 +0000 2015, eplenary this week  imagine strong focus and responses on  mediterranean and  nepalearthquake  ,2,1
592886462502281217,Tue Apr 28 03:02:02 +0000 2015,  i pay 2 lac pa tax 2 it dept isnt that million of tax payers money gng to nepal or its pms suit auction money?,3,1
591903290314596352,Sat Apr 25 09:55:16 +0000 2015,"rt  officials are trying to contact with up to 50 irish citizens in nepal, which has been hit with strong aftershocks ",0,0
592994242378788864,Tue Apr 28 10:10:19 +0000 2015,      _see the schizophrenia    _   5  amp  tell me your opinion                 _   _                         _      _         _            _            _               _   _   nepalearthquake,3,1
593196998469099520,Tue Apr 28 23:36:00 +0000 2015,grief compassion love  indonesia  nepal  baltimore       wuvip,3,1
592810328234274816,Mon Apr 27 21:59:30 +0000 2015,prayers to  nepal    __f,2,1
592628194467049472,Mon Apr 27 09:55:46 +0000 2015,god is a ruthless murdering scumbag  and his farts smell   ,2,1
592966097009188866,Tue Apr 28 08:18:28 +0000 2015,people are preachin bout judgement day when nepal is mourning   sick   dun scare if u cant save no one  !! gbu nepal   ,3,1
592700561142714369,Mon Apr 27 14:43:20 +0000 2015,"post  nepalquake, israel pa experts warn that region w history of quakes unready 4 own big 1   ",2,1
592768434628382720,Mon Apr 27 19:13:02 +0000 2015,""" dear  nepal  i kno u suffer today  n i feel de pain of de many livez n history u ve lost  bu it ll b better  ameen   !!!",2,1
592162065017503744,Sun Apr 26 03:03:32 +0000 2015,this pic will win awards    undoubtedly   ,1,1
592838170124918785,Mon Apr 27 23:50:08 +0000 2015,   thankyoupm 4 doing outstanding work in  nepalearthquake   now pls do something 4 our own  farmers   jalsatyagrah ,2,1
592787171414802433,Mon Apr 27 20:27:29 +0000 2015,people like goldie taylor and melissa harris perry should be worried about nepal and not about baltimore ,2,1
592815810344783872,Mon Apr 27 22:21:17 +0000 2015, ballotbox  matchingdonation  nepal  no i wldnt bcause  cpc took yrs 2 give  haiti matching donor funds  pnpcbc  cdnpoli  canpoli ,2,1
592589599572013057,Mon Apr 27 07:22:24 +0000 2015,great idea  ,2,1
592589319702904832,Mon Apr 27 07:21:18 +0000 2015,thanks those who fight in nepal and you make them be strong!,2,1
592615752747778048,Mon Apr 27 09:06:20 +0000 2015,may  god  bless   all of them  ,2,1
592613322626703363,Mon Apr 27 08:56:40 +0000 2015,same i am asking to you  have you visited these places ?  hoppocracy at  mounteverest  nepalearthquake  ,2,1
591903394572476416,Sat Apr 25 09:55:40 +0000 2015,"rt  dear  you shameless, insensitive bastards  im never buying from you!!!  nepalearthquake ",0,1
592692130142953473,Mon Apr 27 14:09:50 +0000 2015,i like the public helps during nepal tragedy pic on    via ,2,1
592632018753589248,Mon Apr 27 10:10:58 +0000 2015,more  amp  more i see of nepal saddens me  earthquake,2,1
592198039021850625,Sun Apr 26 05:26:29 +0000 2015,keep pray!!seek help to god  nepalearthquake,1,1
592638824074715136,Mon Apr 27 10:38:01 +0000 2015,"yeah     ,, wen god spoke against  soulvultures  ",2,1
592179625406509056,Sun Apr 26 04:13:19 +0000 2015,prayers for everyone in nepal,1,1
593004763563761664,Tue Apr 28 10:52:07 +0000 2015, for baltimore the nation and nepal balt is not the only city going through bless u on today the mayor governor clergy revival,3,1
592810703964270592,Mon Apr 27 22:01:00 +0000 2015,nepal kathmanduquake  close to my heart connections tie us so sad reachhigher  hope  alwaysdiscovering  mothers love ,2,1
592085379810926592,Sat Apr 25 21:58:49 +0000 2015,  they probably sent the same one today after nepal  always follow the money ,0,1
592741609147609088,Mon Apr 27 17:26:26 +0000 2015,"my hearts on nepal, my brain is in detroit  how to focus is the days challenge ",2,1
592795605057019904,Mon Apr 27 21:01:00 +0000 2015,whenever i feel like complaining i read the news about nepal and that shuts me right up ,2,1
593020333726113792,Tue Apr 28 11:54:00 +0000 2015,how about iq  ,3,1
592988788135227392,Tue Apr 28 09:48:38 +0000 2015,that     s right       ,3,1
592873864503422976,Tue Apr 28 02:11:59 +0000 2015, baltimore  amp   nepal is in our prayers ,3,1
592074690400780288,Sat Apr 25 21:16:21 +0000 2015,wheres harrys all the love tweet about nepal tho,0,1
592156140760248320,Sun Apr 26 02:40:00 +0000 2015,nope    _   4 lots of prayers  ,1,1
592787062392250368,Mon Apr 27 20:27:03 +0000 2015,  thank u very much  every effort counts ,2,1
592707008572346370,Mon Apr 27 15:08:57 +0000 2015,  nepalearthquack  ndrf is giving indians some proud moments in this natural calamity with which  nepal is    ,2,1
592968317666598912,Tue Apr 28 08:27:18 +0000 2015,kudos to  and    indiawithnepal  salute2indianforces  thankyoupm  ,3,1
592776021314797568,Mon Apr 27 19:43:11 +0000 2015, nepal earthquake relief fund  lets make our part!,2,1
592589352988905472,Mon Apr 27 07:21:26 +0000 2015,respect !! ,2,1
593015405142212608,Tue Apr 28 11:34:24 +0000 2015,stay strong nepal  nepal  nepalearthquake  prayersfornepal  kathmandu  katmandou ,3,1
592646301390508034,Mon Apr 27 11:07:43 +0000 2015,devastated to see death toll still climbing in  nepal  prayers go out to all affected   staystrongnepal,2,1
592921628213964800,Tue Apr 28 05:21:46 +0000 2015,"im suppose continue to care about all these other things  nepal, recycling, leaning in       like my people not dying around me every day ",3,1
593183894557462528,Tue Apr 28 22:43:55 +0000 2015, god bless us all!  nepal,3,1
592747344044621826,Mon Apr 27 17:49:14 +0000 2015,help! help!! help!!! i am nepal ,2,1
593221584472580098,Wed Apr 29 01:13:41 +0000 2015,kerala docs die  a pleasure trip to nepal by three young doctors from kerala turned tragic with two of       india,4,1
592793738277220352,Mon Apr 27 20:53:35 +0000 2015,apple collecting red cross donations for nepal   climbing  technology ,2,1
592590085087891456,Mon Apr 27 07:24:20 +0000 2015,brilliant   ,2,1
592870389090557953,Tue Apr 28 01:58:10 +0000 2015,"earthquake, no earthquake     splitdhakavotes   prayers on for nepal ",3,1
593236864594612224,Wed Apr 29 02:14:24 +0000 2015,"i have 284 new followers from india, usa, nepal, and more last week  see  ",4,1
592913117165658112,Tue Apr 28 04:47:57 +0000 2015,april 27th will always be an infamous date  tuscaloosa  nepal,3,1
592592027491008512,Mon Apr 27 07:32:03 +0000 2015, everest avalanche video shows moment terrified climbers scrambled for cover  ,2,1
592653120133435392,Mon Apr 27 11:34:49 +0000 2015,"quake aid need acute in nepal capital, more so in villages  via ",2,1
592876370620973056,Tue Apr 28 02:21:56 +0000 2015,"sorry,  baltimoreriots youre silly! destroying your city by choice? prayers for  nepal!",3,1
592893173308993537,Tue Apr 28 03:28:42 +0000 2015,heres how you can help  ,3,1
592752448550350848,Mon Apr 27 18:09:31 +0000 2015,"i mean, how many con  mps does it take to announce a plane is sending help to  nepal ? how many  cpcs does it take too flush a toilet?",2,1
592851232710074371,Tue Apr 28 00:42:03 +0000 2015,"oh dear   just described the  nepalearthquake as ""something wonderful""  please fix your post ",3,1
592848735736041472,Tue Apr 28 00:32:07 +0000 2015,baltimore and nepal    sad,3,1
593012691368857601,Tue Apr 28 11:23:37 +0000 2015,"its not amazing,  its devastating  ",3,1
592828131964256257,Mon Apr 27 23:10:15 +0000 2015,download  and watch!  ,2,1
592670645172965376,Mon Apr 27 12:44:27 +0000 2015,update  samantha and danielle made it to qatar   eta tomorrow night  cle   prayers for all in  nepal needed ,2,1
592784577934008324,Mon Apr 27 20:17:11 +0000 2015,just heard dad is stuck in kolkata  (calcutta) and not in nepal yet  please pray he can fly to kathmandu tomorrow ,2,1
593013559417827328,Tue Apr 28 11:27:04 +0000 2015,thanks for the follow    hope you are managing to help the people effected by the  nepalearthquake,3,1
592907503895236608,Tue Apr 28 04:25:39 +0000 2015,  nepal death rate over 4350 now!!!  rip my deep condolences to those families  staystrongnepal   ,3,1
592737130465591299,Mon Apr 27 17:08:39 +0000 2015,    you talk about the girkas nepal but you forget again how u screwed them on pensions true no shame!!,2,1
591903310388400129,Sat Apr 25 09:55:20 +0000 2015,"too soon? ""oh my  harry reid says gop budget is        no more balanced than the earthquakes they       ve had in nepal       "" ",0,1
592654440982777856,Mon Apr 27 11:40:04 +0000 2015,i just want to go to nepal to help them there  l god be with you   ,2,1
592592383944085504,Mon Apr 27 07:33:28 +0000 2015,"the massive earthquake that struck  nepal have destroyed most of the major cities, killing more than      _ ",2,1
592970385169092608,Tue Apr 28 08:35:31 +0000 2015,lichfield mans incredible survival of  nepalquake  ,3,1
592693928786325504,Mon Apr 27 14:16:59 +0000 2015,rt     popefrancis leads prayers for victims of  nepalearthquake ,2,1
592980420016246784,Tue Apr 28 09:15:23 +0000 2015," why nobody objecting it? rg did not say anything on nepal, may b writer is not eligible, wht did yuva congress do for nepal",3,1
593193504056180737,Tue Apr 28 23:22:07 +0000 2015," previoustweet maybe its because with such mass horrors as nepal and baltimore, im afraid to expose my heart to such devastation, anger ",3,1
593183315324047360,Tue Apr 28 22:41:37 +0000 2015,"everybody remembers where the 1857 quake was centered, right? ",3,1
592939427283906561,Tue Apr 28 06:32:30 +0000 2015,beautiful nepal bless you ,3,1
592689729344303104,Mon Apr 27 14:00:17 +0000 2015,"resilience of nepal women to be admired  remote village lady whose house was devastated was smiling at tv camera   ""why cry? we will survive",2,1
592597391422955520,Mon Apr 27 07:53:22 +0000 2015, timesofindia  toi we coordinated with state governments  hm rajnath singh in lok sabha  nepalearthquake  indiawithnepal timesofindia toi,2,1
592589532484096000,Mon Apr 27 07:22:08 +0000 2015,"parliament live  mps should give part of salary for nepal relief work, says mulayam singh in      _ ",2,1
592767740039008256,Mon Apr 27 19:10:16 +0000 2015,donating to the children of  nepal     ,2,1
592873491822727170,Tue Apr 28 02:10:30 +0000 2015,prayers go out to baltimore and nepal    __f   _   c      _         ,3,1
593012128686219264,Tue Apr 28 11:21:23 +0000 2015,watch abid s on samaa talking lies repeat prog   pm asked army to take supply 2 nepal haha  pm pehle kabi fauj apse ijazat leker aihai,3,1
592591050616745984,Mon Apr 27 07:28:10 +0000 2015,"my dear fb friends, a non stop prayer is needed for  nepal who have been brutally shook by a strong himalayan quake   nepal god be with you ",2,1
592620186106200064,Mon Apr 27 09:23:57 +0000 2015, god to have mercy   ,2,1
592686717213220866,Mon Apr 27 13:48:19 +0000 2015,couple of yrs back i never accepted baba ramdev a genuine but recently im taken aback of his humbleness and his support 2 nepal,2,1
592689402960306177,Mon Apr 27 13:58:59 +0000 2015,we     re going to explore volunteering charity travel today at  purewander   hope to see you!  girlstravel  culttravchat  tmom  nepal,2,1
593043788186132480,Tue Apr 28 13:27:11 +0000 2015,"heart in baltimore, heart in nepal ",3,1
592644318072012800,Mon Apr 27 10:59:50 +0000 2015, or possibly this  ,2,1
592735586496204800,Mon Apr 27 17:02:30 +0000 2015, indiawithnepal   and always will be  stay strong ,2,1
593155916473630720,Tue Apr 28 20:52:45 +0000 2015,"  i hope youre right, but now being reported in  ",3,1
592848267496534016,Tue Apr 28 00:30:16 +0000 2015,aw ily  ,3,1
592164574968741888,Sun Apr 26 03:13:31 +0000 2015,follback ,1,1
591998492685500416,Sat Apr 25 16:13:34 +0000 2015,"lets say a prayer for all those in india who have been affected by this awful disaster! united we stand, divided we fall  prayfornepal",0,1
591961803950686208,Sat Apr 25 13:47:46 +0000 2015, truecrime saturday reads  abuse fraud lust murder  hekilledourjanny  untilsomeonegetshurt   bookboost  nepal  aurora,0,1
592171025493700608,Sun Apr 26 03:39:09 +0000 2015,the 62 strong china international search  amp  rescue team leaves for nepal  on humanitarian rescue mission after 8 1 magnitude quake,1,1
592795639777513472,Mon Apr 27 21:01:08 +0000 2015,nepals other disaster  its politics   washington post (blog)  nepals other disaster  its politicswashington     ,2,1
592648588582195200,Mon Apr 27 11:16:49 +0000 2015,holy  pashupatinath cremation area shrouded in smoke clouds  may d departed souls rest in peace  nepalearthquake ,2,1
592634929218985984,Mon Apr 27 10:22:32 +0000 2015,as joey(from friends) would say its a mooo point!!! ,2,1
592601167328227328,Mon Apr 27 08:08:22 +0000 2015,"surely they are real ""bharat ratna  and ""true heroes"" of our country    and nowadays of world as well    ",2,1
592590124036165634,Mon Apr 27 07:24:30 +0000 2015,such devastation   makes me want to cry!!!  ,2,1
591903076417691649,Sat Apr 25 09:54:25 +0000 2015,"rt  its easy to get caught in the  mma bubble, but the shit thats happening in nepal and baltimore is way more important tha     _",0,1
592818310250651648,Mon Apr 27 22:31:13 +0000 2015,i really really wanna go to nepal,2,1
592590471614078976,Mon Apr 27 07:25:52 +0000 2015,"cnns sumnima udas reports from kathmandu  april 27, 2015 at 02 04pm",2,1
593158931519827968,Tue Apr 28 21:04:44 +0000 2015,"unfortunately, as with most disasters, cybercrooks are trying to capitalize  watch out for nepal earthquake  scams! ",3,1
593028739266654208,Tue Apr 28 12:27:24 +0000 2015,"830am   nepalearthquake relief,  baltimoreriots,  canada150 logo design winner,  occupotty protest live    ottnews",3,1
592875529319088129,Tue Apr 28 02:18:35 +0000 2015,   inferred that we werent doing anything! ,3,1
592735173801811970,Mon Apr 27 17:00:52 +0000 2015,"wt a coin 2 ppl i knw 1 wz in air,whn nepalquake strkd,flt wz dvrtd,safe othr wz on land,nroute to nepal apt,drng quake,sw felt vrythn contd",2,1
592707770102722564,Mon Apr 27 15:11:59 +0000 2015,what has happened to unregistered tibetan refugees in   nepalearthquake? no one knows (nor the state cares) ,2,1
592628530246123520,Mon Apr 27 09:57:06 +0000 2015,what has god got against nepal?,2,1
592681269823152128,Mon Apr 27 13:26:40 +0000 2015,looking for some news about the  siddharthafoundation monastic school in  kathmandu    nepalearthquake,2,1
591903389941764096,Sat Apr 25 09:55:39 +0000 2015,rt  islamic invaders used to throw slaughtered cows in water sources of rajputs  who used to die thirsty during war  pak doe     _,0,1
592954317188964352,Tue Apr 28 07:31:40 +0000 2015," live  a difficult hour for nepal, earthquake toll could reach 10000, says p      onlynewsapp",3,1
592072051118092288,Sat Apr 25 21:05:51 +0000 2015,house for sale at  pepsi planning     nepal  realestate  basobaas ,0,1
592986797698904064,Tue Apr 28 09:40:44 +0000 2015, hello  emailed yesterday seeking comment for a piece on nepals quake  would i be able to hear back today? thanks so much,3,1
592681544189370369,Mon Apr 27 13:27:46 +0000 2015, thanks for ur voice on that matter  hope they are allowed to leave for nepal  as a nepali n a gooner i appreciate ur concern ,2,1
593004959483953153,Tue Apr 28 10:52:54 +0000 2015,just seen  tweeting what looks like an advert for books off the back of the  nepalearthquake  not sure thats morally ok   ,3,1
592989917514334210,Tue Apr 28 09:53:08 +0000 2015,right ,3,1
592631486920134656,Mon Apr 27 10:08:51 +0000 2015,excellent video asking why was  nepal unprepared for the  earthquake? ,2,1
592927263697534976,Tue Apr 28 05:44:10 +0000 2015,be strong nepal !!! god bless,3,1
592950025409470464,Tue Apr 28 07:14:37 +0000 2015, let people die a little     but let them be scared a lot  nepalearthquake,3,1
592673980332515329,Mon Apr 27 12:57:42 +0000 2015,in nepal the people are scrambling to save their loved ones from debris  in malaysia we talk about married couples having sex on a camel ,2,1
592901853395984385,Tue Apr 28 04:03:12 +0000 2015," our government just pledged  10million to nepal, lets hope it isnt filtered through the  clintonfoundation first",3,1
593160814321885184,Tue Apr 28 21:12:13 +0000 2015,"just    stay strong,  nepal  what a tragedy ",3,1
593015067307876352,Tue Apr 28 11:33:04 +0000 2015,"public health in disasters, another proposed msc course     nepalearthquake nursing, my passion    especially out in the field ",3,1
592731794149089280,Mon Apr 27 16:47:26 +0000 2015, retweet  so pathetic! ,2,1
593206224482488320,Wed Apr 29 00:12:39 +0000 2015," you seen this, im guessing? ",4,1
592915088367038465,Tue Apr 28 04:55:47 +0000 2015,"rt ndtv "" nepalearthquake  went there for peace but faced natures fury, says survivor from delhi ",3,1
592968818139369472,Tue Apr 28 08:29:17 +0000 2015,   thank you for your support for  nepalearthquake survivors!,3,1
593013537624104961,Tue Apr 28 11:26:59 +0000 2015,"sir  ppl like u make so much differences, heartily appreciate ur greatness  lov alyz  nepalearthquake  rescue",3,1
592706042695409664,Mon Apr 27 15:05:07 +0000 2015,so tragic!! stay strong!  nepal  earthquake  pray  staystrongnepal ,2,1
592969011803004928,Tue Apr 28 08:30:03 +0000 2015,never ending love of husband  amp  wife a snap of couple died in  nepalearthquake  letshelpnepal via  ,3,1
592765724000649216,Mon Apr 27 19:02:16 +0000 2015,love n prayers to all in  nepal    __f   _   b   __f   _   b,2,1
592770312879607809,Mon Apr 27 19:20:30 +0000 2015,fr tho   urging u to pls send out ur all good energy to nepal and the nepalese ppl,2,1
592773090867806208,Mon Apr 27 19:31:32 +0000 2015,my  bblogger girls please read this  amp  get  paintyournailsfornepal trending   nepal  beautybloggers  nepalquakerelief,2,1
592592470187216896,Mon Apr 27 07:33:49 +0000 2015,seven women die in  nepals earthquake   zippednews ,2,1
593227822761541633,Wed Apr 29 01:38:29 +0000 2015,"really, we have what could be a national crisis on our hands, people in nepal are suffering, and we have people worried about bruce jenner ",4,1
592195126232895488,Sun Apr 26 05:14:55 +0000 2015,at least      interestingnews,1,1
592159991605252096,Sun Apr 26 02:55:18 +0000 2015,a tam from india wants to go to nepal to help  earthquake  survivors   retweet  amp  bring support  ,1,1
592165931545034752,Sun Apr 26 03:18:54 +0000 2015,this is so saddening    _   2 ,1,1
592937888117071872,Tue Apr 28 06:26:23 +0000 2015, pastor suggesting nepalis should not rebuild their pagan shrines  soulvultures  christianity   ,3,1
592669302425280516,Mon Apr 27 12:39:07 +0000 2015,prayers for  nepal from   ,2,1
592900812164042752,Tue Apr 28 03:59:03 +0000 2015, please help  nepal via  ,3,1
592624521158336512,Mon Apr 27 09:41:10 +0000 2015, sakshimaharaj blames rahul gandhis beef eating habit for the  nepalearthquake (how i wish i was making this up) ,2,1
593039749599731712,Tue Apr 28 13:11:09 +0000 2015,"we cannot eat bibles  nepal tells  soulvultures"" ",3,1
592731488740888576,Mon Apr 27 16:46:13 +0000 2015,cant she send money ,2,1
592621724966883328,Mon Apr 27 09:30:04 +0000 2015,christians  amp  muslims trying to use d  nepalearthquake as an opportunity for conversion i dont know about d rest but u sure r going to hell,2,1
592768086161412097,Mon Apr 27 19:11:39 +0000 2015,"i think about reasons why i am depressed right now and then i think about people in nepal, thats when i dont feel my pain anymore ",2,1
592637463325118464,Mon Apr 27 10:32:36 +0000 2015,this picture breaks my heart   pray ,2,1
592594475051978752,Mon Apr 27 07:41:47 +0000 2015,  33 is the magic number ,2,1
592787288431689728,Mon Apr 27 20:27:57 +0000 2015,9 facts about nepal you might not otherwise know ,2,1
592765016488714241,Mon Apr 27 18:59:27 +0000 2015,beat that   ,2,1
592899068277448705,Tue Apr 28 03:52:08 +0000 2015," taiwan  newspaper  headline factory fire, chu xi meet,  nepalearthquake, unsafe eel  ",3,1
591903264427282433,Sat Apr 25 09:55:09 +0000 2015,they were enroute to  kathmandu from  raxaul by a bus  12 people were travelling in a bus  they started at around 10am in the morning ,0,1
592591787463573504,Mon Apr 27 07:31:06 +0000 2015," this is sick  just cos they arent christian,they deserved that quake? that is such christian thinking",2,1
592169375177773056,Sun Apr 26 03:32:35 +0000 2015, nepal  prayingfornepal our hearts are heavy tonight ,1,1
592777914187444224,Mon Apr 27 19:50:42 +0000 2015,all these people talking about the  nepalearthquake    well what about the  salmon    flyfishing  ifthesalmondiewedie,2,1
592921154018377728,Tue Apr 28 05:19:53 +0000 2015,my nepal is a bad situation  please prayer    __f to good,3,1
592589796595376128,Mon Apr 27 07:23:11 +0000 2015,tragic  poor people   ,2,1
593002121030668288,Tue Apr 28 10:41:37 +0000 2015,my heart breaks 4 d raising death toll n displaced people i pray dat disaster relief efforts would b able 2 save more lives  nepalearthquake,3,1
592758434656854019,Mon Apr 27 18:33:18 +0000 2015,i am with nepal  are you?  nepal  nepalquake  wearewithnepal  supportnepal at darsait muscat ,2,1
593009028311162883,Tue Apr 28 11:09:04 +0000 2015,i will say we should be more concerned with the natural disaster in nepal rather than creating a large man made disaster in our country tho ,3,1
592069182713278465,Sat Apr 25 20:54:27 +0000 2015,dayum   ,0,1
592657807083732992,Mon Apr 27 11:53:26 +0000 2015,"warmer weather and nepal digs out  daystarter monday  heres your hamilton news, weather, and traffic for mond    ",2,1
592925438160211969,Tue Apr 28 05:36:55 +0000 2015,everything on twitter that isnt about  balitmoreriots or  nepalearthquake looks so trivial in comparison ,3,1
593040902022639616,Tue Apr 28 13:15:43 +0000 2015,havent heard much about nepal this week    ,3,1
592201312143478784,Sun Apr 26 05:39:30 +0000 2015, nepalearthquake is huge tragedy  we must help   your response is amazing its a landlocked country  amp  road network is compromised ,1,1
592875418597883905,Tue Apr 28 02:18:09 +0000 2015,  hi guys cn u go internationl n deliver tiffin 4 nepal victims v ll fund      ,3,1
592683617463214081,Mon Apr 27 13:36:00 +0000 2015,my goodness      ,2,1
592658677078859776,Mon Apr 27 11:56:54 +0000 2015,nepal earthquake safety check my 60friends are in the affected area  my 55 friends are marked safe  and my 55    ,2,1
592922618573004801,Tue Apr 28 05:25:42 +0000 2015,they will match your donation!! ,3,1
592779759068807170,Mon Apr 27 19:58:02 +0000 2015,sun has struck nepal and andrew bolt were no school buses     act,2,1
592784467292463104,Mon Apr 27 20:16:45 +0000 2015,nepal makes me ache with all the loss and fear that nothing will be done    haiku  poetrymonth  nepalearthquake,2,1
592803280272629760,Mon Apr 27 21:31:30 +0000 2015,may god save nepal,2,1
592609535459622912,Mon Apr 27 08:41:38 +0000 2015,heartbreaking news  nepalearthquake,2,1
592915665222180865,Tue Apr 28 04:58:05 +0000 2015,"many congis  amp  its b teams are crying foul,that modi didnt visit d eq victims of india amp nepal  indian pm is working hard from behind nophoto",3,1
592588895730044928,Mon Apr 27 07:19:37 +0000 2015, prayers for the people who have lost loved ones or property in  nepal  may god give you the strength to bear the loss ,2,1
593022320081403905,Tue Apr 28 12:01:53 +0000 2015,manisha koirala cautions people about donating for nepal      victims! ,3,1
592842211420680192,Tue Apr 28 00:06:12 +0000 2015, too soon   nepalearthquake,3,1
592101496835149827,Sat Apr 25 23:02:52 +0000 2015,"someone on facebook just made a joke about the nepal earthquake  dude have some respect over 1,000 people died you dick",0,1
592749172949921792,Mon Apr 27 17:56:30 +0000 2015,focusing on bhaktapur now  would be glad if i can do something for the place where i have lived for 16 years hope the people cooperate,2,1
592744583244750848,Mon Apr 27 17:38:15 +0000 2015,"i felt like my floor was moving several feet laterally, high frequency waves inside low freq oscillation  20 second rodeo   nepalquake",2,1
592834904880189440,Mon Apr 27 23:37:10 +0000 2015,another day dawns in  nepal  ,2,1
592156002625015809,Sun Apr 26 02:39:27 +0000 2015,"  dont say maintaining, govt is making the record to help neighbors to make country proud    indiawithnepal",1,1
592673282433929216,Mon Apr 27 12:54:56 +0000 2015,"""i am buoyed by the generous spirit of its people""  heartwarming personal account of living through  nepalquake",2,1
592905574666338306,Tue Apr 28 04:17:59 +0000 2015,prayers for nepal and mary jane,3,1
592157870050775040,Sun Apr 26 02:46:52 +0000 2015," pray for all who perished in the  nepalearthquake and that many would be rescued ""we r all one humanity and wehelp each other  ",1,1
593011843867791360,Tue Apr 28 11:20:15 +0000 2015, pakstandswithpalestine rt intifada  israels airlift of nepal babies highlights commercial surrogacy industry som      _ ,3,1
592685271222726659,Mon Apr 27 13:42:34 +0000 2015,i usually try to keep this page easy breezy and fun but the photos coming from the  nepalearthquake are so tragic    ,2,1
592594583571329024,Mon Apr 27 07:42:13 +0000 2015,total number of dead and injured as of 12 oclock is as follows  dead 3617 and 6515  in ktm valley de  1302 and inj  4228   nepalearthquake,2,1
592886187821498368,Tue Apr 28 03:00:57 +0000 2015,prayers go out to baltimore and nepal   __f   _   c   __c   _   c,3,1
592099845910953984,Sat Apr 25 22:56:18 +0000 2015,lets  pray for  nepalearthquake relief efforts  ,0,1
592752051760791553,Mon Apr 27 18:07:56 +0000 2015,god bless them    __f  nepal,2,1
592929211628781569,Tue Apr 28 05:51:54 +0000 2015,maids family just 2 hrs away frm  nepalearthquake epicentre ws unhurt with no damage around as they live in thatched mud houses  says a lot,3,1
592818528761307136,Mon Apr 27 22:32:05 +0000 2015,big aftershocks in nepal could persist for years  aftershocks following saturdays magnitude 7 8 quake in nepal are      _ ,2,1
592630851298398209,Mon Apr 27 10:06:20 +0000 2015,"latest news  nepal aftershocks, colorado trial, laika the space dog ",2,1
593032119552606208,Tue Apr 28 12:40:49 +0000 2015, nepalearthquake  what the thousands of victims share is they are poor excellent by  ,3,1
592179300167766017,Sun Apr 26 04:12:01 +0000 2015,prayers for  nepal in their moment of crisis  bbc news  ,1,1
592892767765975041,Tue Apr 28 03:27:05 +0000 2015, nepalearthquake  baltimoreriots our little planet cannot take no more  what the heck is happening?,3,1
592692112212238337,Mon Apr 27 14:09:45 +0000 2015,and now spain asking india to help evacuate their nationals from nepal   proudindian  thankyoupm,2,1
593177821859708928,Tue Apr 28 22:19:48 +0000 2015,cant imagine what its like in nepal!,3,1
592762479048003584,Mon Apr 27 18:49:22 +0000 2015,i salute and thank the indian government and other governments for all the generous help and support during such a crisis in nepal ,2,1
592912437260722178,Tue Apr 28 04:45:15 +0000 2015,prayers for everyone   nepal,3,1
592601808285134848,Mon Apr 27 08:10:55 +0000 2015,given our strong links with nepal we will be organising an event to channel support   will post here   heart breaking news    __f sara  amp  kay,2,1
592589771840466944,Mon Apr 27 07:23:06 +0000 2015,"nepal quake  death toll rises above 3,400 ",2,1
592601153969459200,Mon Apr 27 08:08:19 +0000 2015,he he  god bless you  ,2,1
592924414313902080,Tue Apr 28 05:32:51 +0000 2015,don     t rush to nepal to help  read this first!!!   nepal  earthquake  aid  donations via ,3,1
592069177982193667,Sat Apr 25 20:54:26 +0000 2015,powerful    __f   __f ,0,1
592593835458334720,Mon Apr 27 07:39:14 +0000 2015,this man learned geography from iin?  wen can pm put breaks to such light talks    ,2,1
